"Subject","Factor","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reference","tax","description","KO","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4146749_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4DNNP@85009|Propionibacteriales","glutamine synthetase","ko:K01915",90.5,274,26,0,1,822,172,445,8.2e-142,508.1,18,22,9,27,39,23,26,18,16,33,20,16,14,20,21,24,12,18,22,12,14,25,16,18
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2922099_4","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,1JR2Q@119045|Methylobacteriaceae","TIGRFAM glutamine synthetase, type I","ko:K01915",91.3,207,18,0,1,621,262,468,5.2e-112,408.7,56,36,33,26,52,33,26,41,22,40,14,58,38,35,38,35,33,24,34,57,32,18,34,56
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_1319684_2","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TTWE@28211|Alphaproteobacteria,4BABG@82115|Rhizobiaceae","glutamine synthetase","ko:K01915,ko:K01949",91.5,318,27,0,1,954,118,435,5e-175,618.6,38,36,45,30,68,51,46,38,47,75,53,48,73,40,42,35,56,65,38,58,66,50,42,56
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4822626_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,1JR2Q@119045|Methylobacteriaceae","TIGRFAM glutamine synthetase, type I","ko:K01915",94,468,28,0,1,1404,1,468,1.5e-268,929.9,137,89,100,60,158,114,86,102,96,110,102,86,106,87,121,97,84,97,135,95,117,105,101,119
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3807771_2","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,3JTH1@41294|Bradyrhizobiaceae","glutamine synthetase","ko:K01915",94.6,257,14,0,1,771,1,257,3.4e-142,509.2,91,75,60,68,86,85,70,56,57,93,73,72,39,64,59,43,67,62,64,72,86,76,81,80
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3509933_2","COG0174@1|root,COG0174@2|Bacteria,2GK8A@201174|Actinobacteria,1W8DP@1268|Micrococcaceae","Glutamine synthetase, catalytic domain","ko:K01915",92.2,308,24,0,1,924,150,457,1.3e-164,583.9,12,16,25,25,24,33,32,39,18,14,34,10,26,12,20,28,24,7,34,32,27,29,23,46
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_6055750_1","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4DNAS@85009|Propionibacteriales","glutamine synthetase","ko:K01915",91,233,21,0,1,699,240,472,4.9e-127,458.8,69,57,44,46,87,55,62,58,27,58,32,49,52,51,52,50,38,23,74,39,46,54,52,56
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4906314_4","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,2K06N@204457|Sphingomonadales","highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues","ko:K01915",90.6,64,6,0,70,261,1,64,7.3e-28,127.9,12,10,13,4,12,6,8,13,10,15,5,15,8,10,16,1,1,5,8,25,16,8,13,13
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_1765479_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,2K06N@204457|Sphingomonadales","highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues","ko:K01915",91.2,342,30,0,1,1026,129,470,2.8e-187,659.4,124,70,65,74,139,67,75,114,107,87,92,67,90,83,67,70,83,73,89,86,109,64,96,98
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4291188_2","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,2K06N@204457|Sphingomonadales","highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues","ko:K01915",94.4,72,4,0,76,291,5,76,1.3e-33,147.1,14,24,29,21,29,27,30,21,25,22,20,25,16,23,28,21,21,17,22,28,23,42,20,17
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2034102_1","COG0174@1|root,COG0174@2|Bacteria,1MU6V@1224|Proteobacteria,2TTPD@28211|Alphaproteobacteria,43I7N@69277|Phyllobacteriaceae","glutamine synthetase","ko:K01915",95.6,206,9,0,1,618,1,206,1.1e-109,401,39,31,14,28,31,35,34,48,14,31,30,15,36,31,24,26,31,24,32,38,29,30,55,50
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2912308_2","COG0174@1|root,COG0174@2|Bacteria,3J0AS@40117|Nitrospirae","Glutamine synthetase, catalytic domain","ko:K01915",92.4,198,15,0,1,594,1,198,2.1e-107,393.3,6,16,9,6,6,20,16,6,12,16,7,10,23,10,14,2,6,8,18,8,14,8,14,20
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_1757171_2","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4DNAS@85009|Propionibacteriales","glutamine synthetase","ko:K01915",95.9,73,3,0,1,219,1,73,9.8e-34,147.1,19,14,17,14,14,13,17,8,9,20,15,9,24,20,18,18,17,14,9,20,26,20,24,28
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_5894526_1","COG3968@1|root,COG3968@2|Bacteria,2GMA9@201174|Actinobacteria,23305@1762|Mycobacteriaceae","glutamine synthetase","ko:K01915",91.9,359,29,0,1,1077,366,724,8.1e-182,641.3,54,48,43,45,74,47,61,63,53,54,50,53,46,56,55,47,57,37,53,56,52,47,62,58
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2890855_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,1RMD1@1236|Gammaproteobacteria,1X3GI@135614|Xanthomonadales","highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues","ko:K01915",100,265,0,0,1,795,1,265,7.6e-153,544.7,66,72,56,40,109,82,78,61,67,107,75,42,63,52,56,38,98,328,67,85,85,104,103,96
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_5515787_1","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4DNAS@85009|Propionibacteriales","glutamine synthetase","ko:K01915",97.1,348,10,0,1,1044,1,348,3.4e-201,705.7,126,148,124,137,141,143,115,126,107,93,117,110,113,130,125,85,142,84,153,137,152,150,140,147
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3229888_5","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,1RMD1@1236|Gammaproteobacteria,1X3GI@135614|Xanthomonadales","highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues","ko:K01915",100,224,0,0,1,672,246,469,1.9e-128,463.4,45,39,24,43,67,55,46,55,40,43,47,38,44,46,35,25,53,243,46,36,46,42,64,54
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2742123_1","COG0174@1|root,COG0174@2|Bacteria,2GM3K@201174|Actinobacteria,4CPBS@84995|Rubrobacteria","PFAM glutamine synthetase catalytic region","ko:K01915",90.6,85,8,0,10,264,3,87,1e-37,160.6,10,6,6,7,9,11,9,8,6,12,4,9,14,8,8,6,3,4,12,8,12,8,11,10
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4051293_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4CP7E@84995|Rubrobacteria","glutamine synthetase, type I","ko:K01915",93.8,113,7,0,1,339,328,440,4.9e-56,221.9,16,31,11,17,22,30,23,14,14,24,16,26,18,14,17,7,12,7,19,14,21,20,18,24
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3636926_2","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,3FCI2@34008|Rhodovulum","Glutamine synthetase, catalytic domain","ko:K01915",90.3,175,17,0,1,525,295,469,5.5e-91,338.6,70,71,53,47,85,75,48,58,64,67,55,62,48,39,60,57,76,48,69,66,100,60,76,78
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_975851_2","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria","glutamine synthetase","ko:K01915",98.5,203,3,0,1,609,1,203,1.6e-113,413.7,28,43,28,31,45,61,57,38,29,46,24,18,45,33,24,43,39,22,43,55,49,48,50,61
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_677428_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,3JTH1@41294|Bradyrhizobiaceae","glutamine synthetase","ko:K01915",93.6,299,19,0,1,897,171,469,1.7e-169,600.1,63,69,38,63,62,65,56,63,33,69,68,58,63,47,52,76,66,48,64,65,59,32,78,58
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_5586941_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,3JTH1@41294|Bradyrhizobiaceae","glutamine synthetase","ko:K01915",90.2,409,40,0,1,1227,34,442,1.7e-223,780,75,76,51,58,91,97,67,63,64,85,76,83,50,75,90,91,83,73,78,80,94,76,88,87
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_1463224_2","COG0174@1|root,COG0174@2|Bacteria,2GJ83@201174|Actinobacteria","glutamine synthetase","ko:K01915",91.4,327,28,0,1,981,1,327,6.1e-168,595.1,34,28,24,34,70,52,40,32,28,31,44,24,40,38,28,32,30,26,58,48,42,54,46,46
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2173179_1","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4ES5H@85013|Frankiales","TIGRFAM glutamine synthetase, type I","ko:K01915",97.6,374,9,0,1,1122,28,401,2.5e-218,762.7,173,114,137,133,175,162,147,160,123,139,116,122,110,136,114,140,113,87,135,130,123,94,100,129
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3524859_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4CP7E@84995|Rubrobacteria","glutamine synthetase, type I","ko:K01915",90.9,88,8,0,1,264,358,445,1.6e-41,173.3,51,53,31,39,74,31,50,56,44,46,38,39,32,29,40,38,39,38,42,30,38,34,42,20
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_6609136_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4FM01@85023|Microbacteriaceae","Glutamine synthetase, catalytic domain","ko:K01915",95.8,120,5,0,1,360,326,445,2.2e-59,233,38,34,23,28,38,20,44,20,22,25,36,2,36,25,20,28,22,14,24,28,56,29,24,30
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3073696_2","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,43H5B@69277|Phyllobacteriaceae","glutamine synthetase","ko:K01915",98.1,105,2,0,1,315,365,469,1.9e-54,216.5,48,25,36,36,57,35,31,26,36,39,27,27,42,28,44,32,43,52,30,52,40,46,55,46
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_6636135_1","COG3968@1|root,COG3968@2|Bacteria,2GMA9@201174|Actinobacteria,23305@1762|Mycobacteriaceae","glutamine synthetase","ko:K01915",99.3,138,1,0,1,414,1,138,5.9e-72,275,28,25,21,14,32,34,31,25,14,27,25,24,35,23,14,18,24,20,32,30,24,29,23,15
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_2626482_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,1RMD1@1236|Gammaproteobacteria,1X3GI@135614|Xanthomonadales","highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues","ko:K01915",93.5,231,15,0,1,693,239,469,1.1e-126,457.6,58,53,55,36,97,54,68,62,71,74,53,47,56,53,43,53,58,59,59,48,86,48,95,76
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3254441_5","COG0174@1|root,COG0174@2|Bacteria,2GKU9@201174|Actinobacteria","glutamine synthetase","ko:K01915",100,103,0,0,1,309,240,342,6.9e-57,224.6,8,22,28,19,14,25,26,24,20,32,31,15,27,19,11,32,27,16,24,24,24,28,22,36
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3343267_2","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TXJ5@28211|Alphaproteobacteria,3JW0D@41294|Bradyrhizobiaceae","Glutamine synthetase, catalytic domain","ko:K01915",95.1,309,15,0,1,927,1,309,4.5e-172,609,21,25,16,17,24,36,28,32,24,23,34,10,14,24,28,18,13,8,28,18,28,40,22,34
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_1593956_1","COG0174@1|root,COG0174@2|Bacteria,46S5C@74201|Verrucomicrobia,2ITKG@203494|Verrucomicrobiae","Glutamine synthetase, catalytic domain","-",91.6,344,29,0,502,1533,1,344,6.5e-193,678.7,112,54,67,63,71,53,61,48,138,158,132,88,74,70,76,67,63,67,86,76,62,74,88,50
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_6084693_2","COG0174@1|root,COG0174@2|Bacteria,1MU6V@1224|Proteobacteria,2TRCP@28211|Alphaproteobacteria,43H1R@69277|Phyllobacteriaceae","glutamine synthetase","ko:K01915",97.4,418,11,0,1,1254,60,477,3.9e-236,822,46,58,25,33,44,36,36,38,53,43,35,51,50,43,47,31,43,35,42,42,67,44,49,69
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3636435_1","COG0174@1|root,COG0174@2|Bacteria,2GKU9@201174|Actinobacteria","glutamine synthetase","ko:K01915",91.9,185,15,0,10,564,1,185,6.5e-98,361.7,47,57,46,31,60,67,31,46,18,47,41,55,49,37,54,45,51,52,52,53,61,60,51,76
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4347003_1","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4DNAS@85009|Propionibacteriales","glutamine synthetase","ko:K01915",90,281,28,0,1,843,1,281,1.1e-152,544.3,95,133,93,127,152,112,125,144,126,85,98,81,80,104,96,118,98,75,108,132,112,124,118,110
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_165988_3","COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria","glutamine synthetase","ko:K01915",97.3,262,7,0,1,786,1,262,2.3e-149,533.1,47,48,55,44,80,31,42,63,35,37,45,49,39,41,40,40,68,47,60,58,54,58,59,79
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_3268925_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4DNNP@85009|Propionibacteriales","glutamine synthetase","ko:K01915",98.2,57,1,0,1,171,1,57,4.2e-24,114.8,19,13,15,25,17,18,25,18,13,18,28,19,16,17,25,27,17,14,19,15,19,21,14,25
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4120368_1","COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4DNNP@85009|Propionibacteriales","glutamine synthetase","ko:K01915",90.5,137,13,0,1,411,1,137,5.1e-68,261.9,24,13,14,11,36,32,10,23,28,23,23,13,16,20,25,18,16,12,18,26,32,9,26,25
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_422988_1","COG0174@1|root,COG0174@2|Bacteria,1MU6V@1224|Proteobacteria,2TRCP@28211|Alphaproteobacteria,43H1R@69277|Phyllobacteriaceae","glutamine synthetase","ko:K01915",95.2,352,17,0,1,1056,115,466,2.4e-194,682.9,14,30,21,34,24,18,16,28,32,32,24,14,15,29,13,14,23,19,26,22,30,30,28,29
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_1837160_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TTWE@28211|Alphaproteobacteria,4BABG@82115|Rhizobiaceae","glutamine synthetase","ko:K01915,ko:K01949",95,121,6,0,37,399,1,121,1e-60,237.7,4,23,4,2,12,20,8,4,15,23,6,8,10,9,14,8,14,11,16,9,10,16,22,8
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_4338501_1","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TU6U@28211|Alphaproteobacteria,43I8V@69277|Phyllobacteriaceae","glutamine synthetase","ko:K01915",95.1,61,3,0,1,183,331,391,3.7e-27,125.6,15,13,9,10,19,10,9,10,13,24,12,26,6,4,15,10,14,13,10,24,18,9,18,16
"PGPT0000645","glnA",2973.2366977377,0.170933262771941,0.0326952174354454,5.22808154157219,1.71277973504989e-07,0.000388458443909315,"k87_982342_5","COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TU6U@28211|Alphaproteobacteria,4B7QK@82115|Rhizobiaceae","glutamine synthetase","ko:K01915",91.9,234,19,0,10,711,2,235,1e-124,451.1,15,20,8,16,27,16,11,25,14,20,18,26,24,19,14,21,12,13,26,24,22,33,16,16
